Player,Nation,Pos,SoT%,Squad,Comp,Age,MP,G/90,G/Sh,G/SoT,PKGoals,PKAttempted,Goals,Pass,PassCompleted,PassComp%,PasShoCmp%,PasMedCmp%,PasLonCmp%,Assist,Cross,CrossCompleted,CrossComp%,Interception ,Tackle_Won,Tackle,Tackle_Won%,SucDribble,Dribble,DribbleComp%,DribblePast%,YCards,RCards,Fls,Fld,OGoals,AerWon,AerLost,AerWon%,AerLost%,PasswHead,PasswHead%,PKwon,Blocks,BlkSh,BlkShSv,but_par_tir,but_par_tir_cadre,but_par_90min,tete_reussi,passe_avec_tete,pass_short_comp,pass_medium_comp,pass_long_comp,Dribbles_reussis,Dribles_passes,BlockPasse,BlockTir,Block,fautes,tacles_gagnes,carton_rouge,carton_jaune,Tir,Tete,Passe,Dribbles,Tacle,Note Finale,classement_equipe
Joël-Matip,CMR,DF,20.6,Liverpool,Premier League,30.0,31,0.1,0.09,0.43,0,0,3,2238,2015,90.04,90.4,93.6,82.9,3,0,0,,1.03,36,48,2322.58,13,14,92.86,3.0,2,0,16,19,0,120,55,68.62,0,136,6.08,0.0,1.23,0.55,0.03,75,81,87,83,76,61,85,93,88,42,87,58,54,52,90,85,49,81,80,80,65,69,71.0,1
Francesco-Acerbi,ITA,DF,43.8,Lazio,Serie A,34.0,30,0.14,0.25,0.57,0,0,4,2003,1812,90.46,93.1,94.4,77.1,0,1,0,0.0,0.85,12,27,1250.0,3,4,75.0,2.75,2,1,20,19,0,80,45,63.96,0,78,3.89,0.04,1.7,1.06,0.0,95,90,92,68,44,82,88,87,79,36,84,90,73,65,44,98,49,92,56,86,58,64,70.0,2
Jules-Koundé,FRA,DF,21.4,Sevilla,La Liga,23.0,32,0.07,0.14,0.67,0,0,2,2125,1903,89.55,93.9,94.1,73.8,1,11,4,36.36,1.25,22,38,1760.0,22,37,59.46,2.05,2,2,22,28,0,91,50,64.58,0,108,5.08,0.03,1.35,0.59,0.0,85,93,81,70,64,86,87,80,53,17,84,62,57,68,69,99,49,86,67,84,35,71,70.0,2
Luan-Peres-Petroni,BRA,DF,0.0,Marseille,Ligue 1,27.0,34,0.0,0.0,0.0,0,0,0,1950,1732,88.82,93.0,91.4,73.1,2,24,5,20.83,0.91,27,72,1115.7,15,20,75.0,2.5,6,0,23,25,1,43,18,70.59,0,46,2.36,0.0,2.15,0.47,0.0,60,60,60,86,17,81,72,79,79,29,84,53,70,70,80,85,87,60,52,77,54,80,70.0,1
Mouctar-Diakhaby,FRA,DF,12.5,Valencia,La Liga,25.0,29,0.0,0.0,0.0,0,0,0,701,543,77.46,82.2,87.6,62.9,1,3,1,33.33,0.56,32,46,1502.35,12,17,70.59,3.53,11,0,30,16,2,44,31,58.62,0,50,7.13,0.0,2.31,0.93,0.0,60,60,60,54,86,13,55,60,72,52,84,85,82,83,86,85,99,59,69,42,61,87,70.0,1
Yoann-Salmier,GUF,DF,11.1,Troyes,Ligue 1,29.0,31,0.0,0.0,0.0,0,0,0,1331,1129,84.82,92.3,89.6,64.8,1,7,1,14.29,1.11,39,60,1921.18,13,16,81.25,2.75,5,0,35,29,1,57,30,65.65,0,61,4.58,0.0,1.59,0.47,0.0,60,60,60,74,57,75,64,63,84,36,84,53,58,90,92,85,81,60,66,67,60,87,70.0,1
Willi-Orban,HUN,DF,34.6,RB Leipzig,Bundesliga,29.0,30,0.07,0.08,0.22,0,0,2,1996,1799,90.13,92.6,93.3,77.3,1,2,1,50.0,0.88,14,29,1414.14,6,8,75.0,2.5,1,0,15,31,0,117,70,62.58,0,95,4.76,0.0,2.21,0.88,0.0,73,67,81,65,60,78,83,87,79,29,84,83,81,49,49,85,35,74,62,83,54,54,70.0,1
Wout-Faes,BEL,DF,39.1,Reims,Ligue 1,24.0,37,0.11,0.17,0.44,0,0,4,1432,1254,87.57,91.9,95.3,71.8,0,2,0,0.0,0.65,27,43,2327.59,7,9,77.78,2.11,2,0,23,26,0,50,38,56.72,0,71,4.96,0.0,1.59,1.05,0.0,89,82,88,49,63,73,91,78,81,19,84,90,71,70,80,85,49,86,56,81,50,71,70.0,1
Gianluca-Mancini,ITA,DF,25.0,Roma,Serie A,26.0,33,0.0,0.0,0.0,0,0,0,1788,1532,85.68,91.4,94.0,64.9,0,8,3,37.5,1.34,43,59,2336.96,5,7,71.43,2.71,16,1,66,16,0,77,42,64.78,0,61,3.41,0.0,1.28,0.63,0.03,60,60,60,71,34,69,86,63,73,34,87,65,58,99,95,98,100,60,52,73,54,98,70.0,2
Rúben-Vezo,POR,DF,23.5,Levante,La Liga,28.0,32,0.0,0.0,0.0,0,0,0,1264,1054,83.39,84.0,93.1,68.3,0,5,0,0.0,0.71,33,57,1556.6,6,9,66.67,2.44,4,0,37,29,0,70,46,60.32,0,68,5.38,0.04,1.93,0.93,0.0,60,60,60,61,69,18,81,71,70,26,84,85,76,92,87,85,72,60,65,57,48,84,70.0,1
Roger-Ibanez,BRA,DF,25.0,Roma,Serie A,23.0,34,0.09,0.15,0.6,0,0,3,1920,1679,87.45,92.3,91.7,71.5,0,2,1,50.0,1.09,39,61,2052.63,12,17,70.59,2.18,9,0,51,51,0,76,33,69.71,0,79,4.11,0.0,1.25,0.25,0.0,86,91,85,85,49,75,75,77,72,21,84,33,45,98,92,85,96,87,67,76,46,93,70.0,1
Martin-Hinteregger,AUT,DF,25.0,Eint Frankfurt,Bundesliga,29.0,27,0.04,0.06,0.25,0,0,1,1328,1064,80.12,87.2,90.0,57.7,0,2,0,0.0,1.21,35,61,1417.0,3,6,50.0,2.0,6,0,33,32,0,89,56,61.33,0,110,8.28,0.0,2.23,0.69,0.08,67,70,70,62,91,35,66,47,39,16,97,69,77,87,89,85,87,66,73,47,26,83,70.0,2
Gerard-Piqué,ESP,DF,15.8,Barcelona,La Liga,35.0,27,0.04,0.05,0.33,0,0,1,1667,1511,90.64,90.7,96.1,78.6,0,0,0,,0.91,16,22,1684.21,6,6,100.0,4.33,10,1,34,16,0,89,43,67.49,0,78,4.68,0.0,1.42,0.69,0.0,65,78,70,81,59,62,93,90,100,61,84,69,57,89,54,98,98,67,66,78,76,81,70.0,2
Berat-Djimsiti,ALB,DF,16.7,Atalanta,Serie A,29.0,31,0.04,0.06,0.33,0,0,1,1426,1211,84.92,89.5,90.7,67.4,1,10,7,70.0,1.43,31,46,1693.99,7,10,70.0,2.8,6,0,27,16,1,79,24,76.64,0,62,4.35,0.0,1.55,0.52,0.0,67,78,70,93,53,54,69,69,72,37,84,57,59,77,85,85,87,72,73,64,54,84,70.0,3
Chris-Smalling,ENG,DF,27.3,Roma,Serie A,32.0,27,0.13,0.27,1.0,0,0,3,1039,929,89.41,87.7,94.1,80.5,0,1,0,0.0,0.34,22,37,1383.65,2,3,66.67,3.0,0,0,9,17,1,60,18,76.85,0,78,7.51,0.0,1.94,1.12,0.0,96,100,91,94,88,38,87,91,70,42,84,91,75,35,69,85,20,91,86,68,53,50,70.0,3
Presnel-Kimpembe,FRA,DF,14.3,Paris S-G,Ligue 1,26.0,30,0.03,0.14,1.0,0,0,1,2244,2172,96.79,97.6,97.8,92.3,0,2,2,100.0,0.42,21,39,1544.12,8,13,61.54,2.38,6,0,30,27,0,54,22,71.05,0,48,2.14,0.0,0.94,0.56,0.0,85,100,64,87,13,94,95,97,58,25,84,59,51,83,66,85,87,83,50,95,42,80,69.0,1
Jean-Clair-Todibo,FRA,DF,30.0,Nice,Ligue 1,22.0,36,0.03,0.05,0.17,0,0,1,2395,2104,87.85,91.4,95.0,67.4,0,4,1,25.0,1.18,47,77,2107.62,9,15,60.0,1.93,6,0,26,10,0,74,54,57.84,0,96,4.01,0.0,1.59,0.64,0.0,65,64,64,52,47,69,90,69,56,13,84,66,63,75,97,85,87,64,50,76,34,86,69.0,2
Lucas-Perrin,FRA,DF,33.3,Strasbourg,Ligue 1,23.0,31,0.04,0.11,0.33,0,0,1,1423,1212,85.17,92.9,91.5,65.5,1,8,3,37.5,0.86,30,47,1775.15,6,11,54.55,2.27,5,0,50,30,0,55,27,67.12,0,56,3.94,0.0,1.55,0.4,0.0,79,78,70,80,45,80,73,65,45,23,84,46,55,98,84,85,81,76,62,73,34,87,69.0,2
Virgil-van-Dijk,NED,DF,37.1,Liverpool,Premier League,30.0,34,0.09,0.09,0.23,0,0,3,2519,2288,90.83,92.6,95.7,78.4,1,0,0,,0.71,12,21,1935.48,3,4,75.0,2.25,3,0,10,12,0,135,40,77.09,0,138,5.48,0.0,0.91,0.47,0.03,75,67,85,94,70,78,93,89,79,22,87,53,50,37,44,85,61,76,82,87,50,57,69.0,2
Stefan-Bell,GER,DF,22.7,Mainz 05,Bundesliga,30.0,33,0.06,0.09,0.4,0,0,2,1480,1168,78.92,88.8,87.2,49.1,0,11,1,9.09,1.19,34,64,1691.54,8,10,80.0,2.8,9,0,52,5,1,137,56,71.0,0,109,7.36,0.0,1.26,0.5,0.0,75,80,77,87,88,48,54,27,83,37,84,55,53,98,88,85,96,77,88,43,60,92,69.0,1
Igor,BRA,DF,14.3,Fiorentina,Serie A,24.0,30,0.0,0.0,0.0,0,0,0,1674,1549,92.53,92.2,95.9,87.8,0,2,0,0.0,0.92,34,59,1434.6,8,11,72.73,3.27,3,0,31,6,0,61,56,52.13,0,42,2.51,0.0,2.13,0.8,0.04,60,60,60,39,19,75,93,96,74,48,89,78,80,84,88,85,61,60,29,88,61,80,69.0,2
Antonio-Rüdiger,GER,DF,27.1,Chelsea,Premier League,29.0,34,0.09,0.06,0.23,0,0,3,2448,2165,88.44,94.1,94.0,70.6,0,14,4,28.57,1.25,28,53,1783.44,6,10,60.0,2.1,9,0,41,16,0,67,30,69.1,0,67,2.74,0.06,1.22,0.39,0.0,67,67,85,84,22,88,86,75,56,18,84,46,49,95,82,85,96,73,53,83,37,90,69.0,2
Nicolò-Casale,ITA,DF,0.0,Hellas Verona,Serie A,24.0,36,0.0,0.0,0.0,0,0,0,1184,968,81.76,86.1,86.9,67.6,1,13,5,38.46,1.05,33,60,1578.95,8,16,50.0,1.94,10,0,45,25,0,85,63,57.36,0,105,8.87,0.0,1.81,0.49,0.0,60,60,60,51,93,28,52,69,39,13,84,54,63,96,87,85,98,60,72,50,26,92,69.0,2
John-Brooks,USA,DF,16.7,Wolfsburg,Bundesliga,29.0,31,0.03,0.08,0.5,0,0,1,1694,1450,85.6,92.7,92.5,68.7,1,4,1,25.0,1.1,25,47,1543.21,12,18,66.67,2.28,2,0,10,16,0,85,48,63.89,0,92,5.43,0.0,1.79,0.72,0.0,73,89,64,68,69,79,79,72,70,23,84,73,69,37,77,85,49,75,68,77,46,62,69.0,2
Ben-White,ENG,DF,25.0,Arsenal,Premier League,24.0,32,0.0,0.0,0.0,0,0,0,1792,1539,85.88,91.8,92.4,62.5,0,4,0,0.0,1.13,23,42,1755.73,7,16,43.75,1.56,3,0,22,29,1,68,45,60.17,0,95,5.3,0.0,1.69,0.81,0.0,60,60,60,60,68,72,78,58,23,9,84,79,70,68,72,85,61,60,64,69,16,72,69.0,2
Pietro-Ceccaroni,ITA,DF,31.6,Venezia,Serie A,26.0,35,0.06,0.11,0.33,0,0,2,1703,1415,83.09,90.3,91.5,56.0,1,15,4,26.67,1.5,26,53,1699.35,10,16,62.5,2.0,7,1,27,29,0,61,38,61.54,0,62,3.64,0.0,1.99,1.01,0.03,79,78,77,63,39,60,73,43,61,16,87,88,80,77,78,98,91,78,51,59,38,86,69.0,2
Jonathan-Tah,GER,DF,20.0,Leverkusen,Bundesliga,26.0,33,0.06,0.13,0.67,0,0,2,1883,1692,89.86,92.4,93.8,78.1,2,3,1,33.33,1.09,18,33,1747.57,15,18,83.33,2.61,4,0,20,10,0,109,41,72.71,0,72,3.82,0.0,1.34,0.66,0.0,83,93,77,89,42,76,85,88,85,32,84,67,58,65,60,85,72,84,66,83,58,70,69.0,1
Dylan-Bronn,TUN,DF,46.7,Metz,Ligue 1,26.0,30,0.04,0.07,0.14,0,0,1,1159,959,82.74,89.2,91.9,62.8,2,9,2,22.22,1.31,31,51,1722.22,7,10,70.0,2.5,10,1,33,12,0,33,31,51.54,0,48,4.14,0.0,2.01,0.74,0.07,69,63,70,38,50,52,75,59,72,29,96,74,79,87,85,98,98,67,44,62,50,92,69.0,2
Victor-Lindelöf,SWE,DF,50.0,Manchester Utd,Premier League,27.0,28,0.0,0.0,0.0,0,0,0,1293,1162,89.87,93.5,94.4,75.5,2,0,0,,0.65,10,19,1369.86,0,1,0.0,0.0,4,0,24,8,0,63,32,66.3,0,62,4.8,0.0,1.6,0.76,0.0,60,60,60,76,61,85,88,84,6,5,84,76,64,71,37,85,72,58,66,83,5,64,69.0,2
Raúl-Albiol,ESP,DF,16.7,Villarreal,La Liga,36.0,28,0.0,0.0,0.0,0,0,0,1528,1337,87.5,92.5,93.3,76.3,0,0,0,,0.66,15,27,1515.15,5,8,62.5,2.25,8,0,20,13,0,53,28,65.42,0,78,5.1,0.0,1.39,0.58,0.04,60,60,60,73,64,77,83,86,61,22,89,61,57,65,52,85,94,58,66,79,40,72,68.0,1
Facundo-Medina,ARG,DF,22.2,Lens,Ligue 1,23.0,31,0.03,0.11,0.5,0,0,1,2259,2037,90.17,94.6,93.4,76.3,0,4,0,0.0,1.81,52,74,2023.35,17,20,85.0,2.95,11,0,40,15,0,39,37,51.33,0,68,3.01,0.0,1.74,0.28,0.07,79,89,64,38,27,90,84,86,85,40,96,36,60,94,98,85,99,77,32,87,62,94,68.0,3
Mickael-Nade,FRA,DF,14.3,Saint-Étienne,Ligue 1,23.0,30,0.04,0.14,1.0,0,0,1,1199,991,82.65,87.0,87.4,67.7,0,1,0,0.0,1.12,52,77,1925.93,12,18,66.67,2.56,4,0,50,29,0,72,38,65.54,0,58,4.84,0.0,1.58,0.56,0.04,85,100,70,74,61,33,54,70,70,30,89,59,62,98,98,85,72,85,68,52,50,88,68.0,1
Craig-Cathcart,NIR,DF,0.0,Watford,Premier League,33.0,31,0.0,0.0,0.0,0,0,0,918,743,80.94,88.4,87.1,66.8,1,3,1,33.33,0.53,15,33,1209.68,0,1,0.0,0.0,3,0,14,7,0,63,42,60.0,0,80,8.71,0.0,2.07,1.2,0.0,60,60,60,60,93,44,53,68,6,5,84,93,82,47,52,85,61,60,76,55,6,61,68.0,1
Pontus-Jansson,SWE,DF,43.5,Brentford,Premier League,31.0,37,0.08,0.13,0.3,0,0,3,1450,1188,81.93,84.8,87.2,67.5,1,1,0,0.0,0.7,25,36,2551.02,3,4,75.0,2.75,7,0,20,12,0,131,82,61.53,0,153,10.55,0.03,1.52,0.73,0.0,83,71,83,63,97,22,54,69,79,36,84,73,63,65,77,85,91,79,80,48,58,80,68.0,1
Daniel-Amartey,GHA,DF,50.0,Leicester City,Premier League,27.0,28,0.0,0.0,0.0,0,0,0,1474,1352,91.72,94.6,95.3,80.9,0,0,0,,0.93,12,25,1132.08,6,8,75.0,3.12,4,0,17,9,0,45,38,54.26,0,55,3.73,0.0,2.03,1.02,0.04,60,60,60,44,41,90,91,91,79,44,89,88,79,56,44,85,72,58,41,88,59,62,68.0,2
Tuta,BRA,DF,40.0,Eint Frankfurt,Bundesliga,22.0,26,0.16,0.27,0.67,0,0,4,1349,1087,80.58,88.7,89.2,61.0,0,8,2,25.0,1.44,33,59,1358.02,14,17,82.35,3.41,4,1,37,13,0,65,44,59.6,0,77,5.71,0.0,2.76,0.66,0.08,96,93,94,57,72,47,62,55,84,50,97,67,80,92,87,98,72,88,60,51,63,81,68.0,3
Alessandro-Bastoni,ITA,DF,22.2,Inter,Serie A,23.0,31,0.04,0.11,0.5,0,0,1,1797,1600,89.04,92.6,92.9,78.3,2,21,4,19.05,1.13,35,50,1794.87,10,16,62.5,2.69,4,0,36,34,0,62,36,63.25,0,48,2.67,0.0,1.56,0.66,0.0,79,89,70,66,21,78,80,89,61,33,84,67,62,91,89,85,72,79,44,82,47,84,68.0,2
Bram-Nuytinck,NED,DF,30.0,Udinese,Serie A,32.0,27,0.04,0.1,0.33,0,0,1,926,788,85.1,90.7,91.9,67.0,0,3,1,33.33,0.58,22,39,1271.68,0,0,,,2,0,17,5,0,37,29,56.16,0,57,6.16,0.0,2.61,1.46,0.04,77,78,70,48,77,62,75,68,100,100,89,96,87,56,69,85,49,71,59,65,95,62,68.0,1
Maya-Yoshida,JPN,DF,50.0,Sampdoria,Serie A,33.0,26,0.1,0.2,0.4,0,0,2,928,790,85.13,89.2,90.1,73.8,3,4,1,25.0,0.69,11,19,1170.21,3,4,75.0,3.75,2,0,25,8,1,49,20,70.88,0,64,6.9,0.0,1.82,1.03,0.1,92,80,87,87,84,52,66,80,79,55,98,89,75,73,39,85,49,81,80,62,63,57,68.0,2
Niklas-Stark,GER,DFMF,33.3,Hertha BSC,Bundesliga,27.0,26,0.04,0.08,0.25,0,0,1,1004,842,83.86,86.9,90.7,70.5,0,1,0,0.0,0.8,26,42,1397.85,6,7,85.71,4.43,3,0,23,22,0,84,41,67.27,0,88,8.76,0.0,1.95,0.71,0.0,73,70,70,80,93,33,69,75,86,62,84,72,68,70,78,85,61,66,81,55,69,69,68.0,1
Waldemar-Anton,GER,DF,26.1,Stuttgart,Bundesliga,25.0,29,0.07,0.09,0.33,0,0,2,1802,1543,85.63,92.6,92.0,66.3,1,12,2,16.67,0.87,33,47,2024.54,15,23,65.22,2.57,6,1,31,19,0,88,64,57.95,0,71,3.94,0.0,1.77,0.63,0.03,75,78,81,52,45,78,76,66,63,30,87,65,66,84,87,98,87,77,48,72,46,88,68.0,2
Michael-Keane,ENG,DF,30.0,Everton,Premier League,29.0,32,0.1,0.15,0.5,0,0,3,1154,897,77.73,84.9,85.0,63.1,2,0,0,,0.71,35,49,2215.19,5,7,71.43,2.29,4,1,17,11,2,121,72,62.7,0,104,9.01,0.0,1.65,1.03,0.0,86,89,87,66,93,22,45,60,73,23,84,89,72,56,89,98,72,87,80,42,48,79,68.0,1
Felipe,BRA,DF,36.4,Atlético Madrid,La Liga,33.0,26,0.12,0.18,0.5,0,0,2,794,660,83.12,91.1,89.6,62.8,1,0,0,,1.14,16,22,1212.12,4,4,100.0,6.0,5,1,27,14,0,62,30,67.33,0,67,8.44,0.0,1.5,0.78,0.0,89,89,90,80,92,66,64,59,100,73,84,77,60,77,54,98,81,83,80,59,81,72,68.0,1
Eric-Dier,ENG,DF,30.8,Tottenham,Premier League,28.0,35,0.0,0.0,0.0,0,0,0,2228,1969,88.38,93.7,94.5,71.5,0,3,1,33.33,1.06,13,25,1780.82,0,2,0.0,1.5,1,0,18,13,1,89,51,63.5,0,91,4.08,0.0,1.64,1.11,0.03,60,60,60,67,48,86,88,77,6,8,87,91,73,59,46,85,35,60,58,84,7,56,68.0,1
Fikayo-Tomori,ENG,DF,18.2,Milan,Serie A,24.0,31,0.0,0.0,0.0,0,0,0,1697,1504,88.63,92.2,93.8,74.2,0,1,0,0.0,0.73,45,73,1859.5,8,12,66.67,2.75,4,0,22,10,0,57,52,52.35,0,56,3.3,0.0,1.99,0.83,0.0,60,60,60,40,32,75,85,81,70,36,84,80,76,68,96,85,72,60,36,80,53,80,68.0,1
Kalidou-Koulibaly,SEN,DF,63.6,Napoli,Serie A,30.0,27,0.11,0.27,0.43,0,0,3,1630,1427,87.55,93.3,92.5,67.9,1,2,0,0.0,1.27,43,60,1911.11,19,22,86.36,3.23,5,1,32,13,0,49,34,59.16,0,45,2.76,0.0,1.91,1.05,0.0,96,81,88,56,23,83,79,70,87,46,84,90,74,86,95,98,81,84,38,73,63,86,68.0,2
Lilian-Brassier,FRA,DF,18.2,Brest,Ligue 1,22.0,31,0.04,0.09,0.5,0,0,1,1250,1018,81.44,89.0,89.8,68.4,0,13,2,15.38,1.24,29,48,1518.32,5,13,38.46,1.54,4,0,24,17,1,50,26,65.68,0,40,3.2,0.0,1.87,0.88,0.08,75,89,70,74,30,51,65,71,17,8,97,83,79,71,83,85,72,78,52,62,12,78,68.0,2
Robin-Knoche,GER,DF,40.0,Union Berlin,Bundesliga,30.0,33,0.0,0.0,0.0,0,0,0,1683,1363,80.99,83.6,89.9,67.9,0,1,1,100.0,1.0,26,45,1911.76,10,13,76.92,2.54,6,0,27,14,0,93,80,53.82,0,113,6.71,0.0,1.97,0.94,0.0,60,60,60,43,83,17,65,70,80,30,84,85,77,77,78,85,87,60,63,51,55,82,68.0,1
Yunis-Abdelhamid,MAR,DF,33.3,Reims,Ligue 1,34.0,34,0.06,0.11,0.33,0,0,2,1558,1283,82.35,89.9,89.4,61.7,0,2,0,0.0,1.24,46,62,2459.89,16,22,72.73,2.18,5,1,43,24,0,67,45,59.76,0,49,3.15,0.0,1.87,0.79,0.06,79,78,77,58,29,57,63,57,74,21,95,77,76,95,96,98,81,78,44,59,48,92,68.0,2
Nacho-Vidal,ESP,DF,9.5,Osasuna,La Liga,27.0,35,0.0,0.0,0.0,0,0,0,1532,1103,72.0,83.2,75.9,51.6,1,50,10,20.0,1.65,43,76,1822.03,27,51,52.94,2.0,9,0,55,35,0,79,39,66.94,0,120,7.83,0.03,2.52,0.43,0.0,60,60,60,79,90,16,13,33,42,16,84,50,74,99,95,85,96,60,84,21,29,94,68.0,2
Alexander-Hack,GER,DF,21.7,Mainz 05,Bundesliga,28.0,28,0.13,0.13,0.6,0,0,3,1125,892,79.29,83.2,85.1,69.6,1,3,0,0.0,1.74,41,59,1595.33,9,12,75.0,3.58,6,1,35,37,0,91,49,65.02,0,76,6.76,0.0,1.65,0.7,0.0,83,91,91,72,83,16,46,74,79,53,84,70,63,90,94,98,87,85,75,44,64,89,68.0,2
Aritz-Elustondo,ESP,DF,43.8,Real Sociedad,La Liga,28.0,30,0.17,0.25,0.57,0,0,4,1162,992,85.37,88.5,89.3,74.8,1,3,0,0.0,0.77,16,26,1441.44,7,10,70.0,3.0,3,1,19,22,0,80,29,73.39,0,72,6.2,0.0,1.37,0.6,0.0,95,90,95,90,78,45,63,82,72,42,84,63,57,62,54,98,61,93,84,63,57,69,68.0,2
Niklas-Süle,GER,DF,37.5,Bayern Munich,Bundesliga,26.0,28,0.05,0.06,0.17,0,0,1,1735,1574,90.72,94.4,93.6,81.9,2,7,1,14.29,1.52,22,36,1250.0,7,10,70.0,3.4,2,0,11,2,0,55,20,73.37,0,79,4.55,0.0,1.18,0.64,0.0,67,64,74,90,57,89,85,92,72,50,84,66,53,39,69,85,49,66,71,86,59,58,67.0,1
Gerzino-Nyamsi,FRA,DF,17.9,Strasbourg,Ligue 1,25.0,34,0.0,0.0,0.0,0,0,0,1432,1207,84.29,89.6,92.4,67.3,2,1,0,0.0,0.84,23,49,1554.05,6,8,75.0,2.62,4,0,38,5,0,95,45,67.77,0,59,4.12,0.0,1.42,0.57,0.0,60,60,60,81,49,55,78,69,79,32,84,60,57,93,72,85,72,60,65,67,56,80,67.0,3
Stefan-Posch,AUT,DF,46.2,Hoffenheim,Bundesliga,25.0,28,0.08,0.15,0.33,0,0,2,1400,1136,81.14,90.4,89.6,56.6,0,8,1,12.5,0.82,38,66,1407.41,3,9,33.33,1.33,5,0,40,13,0,51,61,45.53,0,81,5.79,0.0,2.42,0.9,0.04,86,78,83,23,73,61,64,44,14,7,89,84,83,94,92,85,81,80,46,54,10,85,67.0,1
José-María-Giménez,URU,DF,27.8,Atlético Madrid,La Liga,27.0,24,0.04,0.06,0.2,0,0,1,917,819,89.31,95.2,93.3,75.6,1,1,0,0.0,0.44,16,20,1818.18,6,9,66.67,2.89,7,0,14,24,0,47,25,65.3,0,56,6.11,0.0,1.32,0.97,0.04,67,66,70,73,77,92,83,84,70,38,89,87,59,47,54,85,91,61,68,78,49,62,67.0,2
Germán-Pezzella,ARG,DF,33.3,Betis,La Liga,30.0,23,0.05,0.06,0.17,0,0,1,1040,910,87.5,90.6,93.0,72.1,0,2,0,0.0,0.36,20,29,1526.72,3,3,100.0,4.67,5,1,30,8,1,76,36,67.85,0,61,5.87,0.0,1.76,0.77,0.0,67,64,74,81,75,62,81,78,100,64,84,76,62,83,63,98,81,60,69,65,72,72,67.0,1
Ezri-Konsa,ENG,DF,40.0,Aston Villa,Premier League,24.0,29,0.07,0.13,0.33,0,0,2,972,850,87.45,91.3,93.4,66.9,0,1,0,0.0,0.65,14,26,1473.68,6,8,75.0,2.75,6,2,17,38,0,60,43,58.29,0,49,5.04,0.0,1.56,0.8,0.0,83,78,81,54,64,68,84,68,79,36,84,78,65,56,49,99,87,79,58,72,57,72,67.0,2
Harold-Moukoudi,CMR,DF,0.0,Saint-Étienne,Ligue 1,24.0,24,0.0,0.0,0.0,0,0,0,915,830,90.71,93.3,94.1,85.1,0,0,0,,1.08,22,34,1195.65,5,8,62.5,4.0,3,0,14,6,0,34,20,63.01,0,48,5.25,0.0,2.05,0.81,0.0,60,60,60,66,67,83,87,94,61,59,84,79,70,47,69,85,61,54,60,79,54,59,67.0,2
Joko-Gvardiol,CRO,DF,30.4,RB Leipzig,Bundesliga,20.0,29,0.07,0.09,0.29,0,0,2,2099,1756,83.66,91.0,89.7,62.6,2,8,1,12.5,2.13,33,54,1641.79,28,41,68.29,2.63,7,0,47,42,1,71,43,62.35,0,69,3.29,0.0,2.05,0.41,0.0,75,71,81,65,32,65,64,59,71,32,84,47,66,97,87,85,91,74,48,62,51,88,66.0,2
Sebastian-Griesbeck,GER,DFMF,28.6,Greuther Fürth,Bundesliga,31.0,29,0.04,0.14,0.5,0,0,1,878,696,79.27,87.0,89.1,60.8,0,0,0,,0.96,36,69,1411.76,5,6,83.33,3.0,7,0,37,21,2,65,51,56.07,0,70,7.97,0.0,1.66,0.48,0.0,85,89,70,48,90,33,62,54,85,42,84,53,59,92,90,85,91,80,68,49,62,88,66.0,1
Stefan-Mitrovi?,SRB,DF,20.0,Getafe,La Liga,32.0,32,0.03,0.2,1.0,0,0,1,907,714,78.72,87.0,86.7,61.0,0,0,0,,0.3,8,17,1403.51,2,3,66.67,2.33,8,1,16,3,0,93,40,69.93,0,95,10.47,0.0,1.28,0.57,0.0,92,100,64,85,97,33,52,55,70,24,84,60,55,52,34,98,94,85,91,47,47,70,66.0,2
Djené,TOG,DF,25.0,Getafe,La Liga,30.0,35,0.0,0.0,0.0,0,0,0,1333,1035,77.64,88.8,85.8,58.4,1,11,2,18.18,0.75,36,52,2400.0,16,17,94.12,2.71,11,1,48,40,0,69,39,63.78,0,108,8.1,0.0,1.04,0.14,0.0,60,60,60,68,91,48,48,49,88,34,84,20,39,97,90,98,99,60,80,48,61,96,66.0,1
Stian-Rode-Gregersen,NOR,DF,33.3,Bordeaux,Ligue 1,27.0,24,0.05,0.17,0.5,0,0,1,922,788,85.47,91.4,89.3,68.4,1,5,2,40.0,0.97,32,50,1391.3,7,12,58.33,3.42,7,0,23,23,0,47,30,61.13,0,44,4.77,0.0,1.89,0.97,0.09,89,89,74,62,61,69,63,71,51,50,98,87,73,70,86,85,91,76,55,61,45,75,66.0,1
Marc-Guéhi,ENG,DF,27.8,Crystal Palace,Premier League,21.0,36,0.06,0.11,0.4,0,0,2,2273,1987,87.42,93.0,93.3,66.3,1,2,0,0.0,1.12,22,33,2391.3,12,15,80.0,2.27,4,0,19,37,0,85,58,59.4,0,97,4.27,0.0,1.28,0.81,0.0,79,80,77,57,52,81,83,66,83,23,84,79,61,62,69,85,72,79,54,77,53,72,66.0,2
Joachim-Andersen,DEN,DF,37.5,Crystal Palace,Premier League,25.0,34,0.0,0.0,0.0,0,0,0,2197,1814,82.57,88.8,93.0,66.5,3,14,3,21.43,1.6,23,36,2072.07,6,8,75.0,2.38,4,0,19,8,1,84,43,66.07,0,111,5.05,0.0,1.27,0.65,0.0,60,60,60,76,64,48,81,67,79,25,84,66,57,62,72,85,72,60,70,65,52,73,66.0,1
