Player,Nation,Pos,SoT%,Squad,Comp,Age,MP,G/90,G/Sh,G/SoT,PKGoals,PKAttempted,Goals,Pass,PassCompleted,PassComp%,PasShoCmp%,PasMedCmp%,PasLonCmp%,Assist,Cross,CrossCompleted,CrossComp%,Tackle_Won,Interception ,SucDribble,Dribble,DribbleComp%,DribblePast%,YCards,RCards,Fls,Fld,OGoals,AerWon,AerLost,AerWon%,AerLost%,PasswHead,PasswHead%,PKwon,but_par_tir,but_par_tir_cadre,but_par_90min,pass_short_comp,pass_medium_comp,pass_long_comp,tete_reussi,passe_avec_tete,Dribbles_reussis,Dribles_passes,Tir,Tete,Passe,Dribbles,Note Finale,classement_equipe
Son-Heung-min,KOR,FWMF,54.7,Tottenham,Premier League,29.0,35,0.69,0.27,0.49,0,0,23,1222,932,76.27,90.1,82.8,37.6,7,65,4,6.15,12,1.23,51,86,59.3,1.99,2,0,17,46,0,15,48,23.81,0,33,2.7,0.06,96,86,94,87,80,22,20,34,76,18,92,27,63,47,57.0,1
Guido-Carrillo,ARG,FW,41.7,Elche,La Liga,31.0,29,0.15,0.08,0.2,0,0,2,318,223,70.13,75.6,71.4,40.7,0,3,1,33.33,7,1.0,10,15,66.67,5.13,3,0,32,30,0,71,74,48.97,0,28,8.81,0.0,51,45,42,28,42,25,79,83,89,59,45,80,31,73,57.0,2
Cucho,COL,FWMF,28.6,Watford,Premier League,23.0,25,0.39,0.14,0.5,0,0,5,395,255,64.56,76.8,69.6,48.8,2,26,6,23.08,5,1.34,23,42,54.76,4.69,3,0,19,13,1,39,49,44.3,0,25,6.33,0.0,75,91,77,32,36,36,71,72,68,55,74,66,32,56,57.0,1
Beto,GNB,FW,40.6,Udinese,Serie A,24.0,28,0.46,0.17,0.42,0,0,11,377,268,71.09,74.8,67.9,70.4,0,12,1,8.33,8,0.91,49,92,53.26,2.39,1,0,56,26,0,76,141,35.0,0,30,7.96,0.0,84,80,83,24,31,82,46,80,65,26,80,61,44,44,57.0,1
Boulaye-Dia,SEN,FW,29.7,Villarreal,La Liga,25.0,25,0.35,0.14,0.45,0,0,5,257,195,75.88,78.5,82.1,50.0,5,7,0,0.0,9,1.06,13,23,56.52,4.0,3,0,23,19,0,32,39,45.04,0,8,3.11,0.0,75,85,71,39,78,45,73,39,71,50,71,51,50,55,57.0,1
Thomas-Henry,FRA,FW,46.0,Venezia,Serie A,27.0,33,0.38,0.18,0.39,0,0,9,456,282,61.84,68.0,61.2,71.4,2,10,2,20.0,5,0.98,14,29,48.28,2.07,6,1,58,78,2,103,106,49.27,0,33,7.24,0.0,86,76,76,12,18,83,80,77,46,20,79,78,38,33,57.0,1
Florian-Niederlechner,GER,FW,42.9,Augsburg,Bundesliga,31.0,26,0.39,0.18,0.42,0,0,5,225,163,72.44,67.9,83.5,70.8,3,8,2,25.0,7,0.47,9,23,39.13,3.39,1,0,15,25,1,34,52,39.58,0,17,7.56,0.16,86,80,77,12,82,82,59,78,25,43,76,64,55,32,57.0,1
Fabio-Quagliarella,ITA,FW,17.5,Sampdoria,Serie A,39.0,33,0.22,0.05,0.3,1,1,4,471,322,68.37,77.7,71.9,58.5,2,17,5,29.41,3,1.51,16,25,64.0,3.88,2,0,21,32,0,24,42,36.41,0,26,5.52,0.0,39,62,54,35,44,62,50,64,84,48,52,57,47,66,56.0,1
Emmanuel-Gyasi,GHA,FWDF,35.9,Spezia,Serie A,28.0,36,0.18,0.15,0.43,0,0,6,944,776,82.2,87.9,82.6,73.2,0,24,4,16.67,34,1.34,33,57,57.89,1.88,10,0,58,55,1,33,96,25.59,0,25,2.65,0.0,78,82,47,82,79,85,25,33,74,16,69,29,82,45,56.0,1
Elif-Elmas,MKD,FWMF,37.5,Napoli,Serie A,22.0,37,0.17,0.09,0.25,0,0,3,824,715,86.77,90.6,90.3,62.7,4,8,2,25.0,12,1.61,25,34,73.53,4.24,3,0,28,30,0,8,25,24.04,0,11,1.33,0.06,55,53,46,88,92,68,21,17,91,51,51,19,83,71,56.0,4
Danny-Welbeck,ENG,FW,46.5,Brighton,Premier League,31.0,25,0.37,0.14,0.3,0,0,6,284,227,79.93,85.2,83.9,50.0,2,6,0,0.0,12,0.73,13,26,50.0,3.5,0,0,19,19,0,47,66,41.65,0,11,3.87,0.06,75,62,74,71,83,45,64,47,57,45,64,51,61,47,56.0,2
Andreas-Voglsammer,GER,FWMF,44.1,Union Berlin,Bundesliga,30.0,32,0.2,0.06,0.13,0,0,2,246,152,61.79,68.1,68.9,52.8,1,18,2,11.11,8,0.92,10,15,66.67,6.8,1,0,18,16,0,45,65,40.91,0,19,7.72,0.0,43,37,51,12,34,49,62,79,89,67,44,70,32,78,56.0,2
Harry-Kane,ENG,FW,38.9,Tottenham,Premier League,28.0,37,0.47,0.1,0.25,4,4,17,952,661,69.43,77.2,74.5,63.5,9,40,8,20.0,10,1.78,62,102,60.78,1.83,5,0,46,70,0,95,106,47.32,0,32,3.36,0.0,59,53,83,33,51,69,77,42,80,15,65,60,51,48,56.0,2
Rafael-Leão,POR,FW,39.2,Milan,Serie A,22.0,34,0.38,0.11,0.29,0,0,11,808,579,71.66,79.9,74.5,69.0,10,69,9,13.04,18,1.66,95,166,57.23,2.21,4,0,29,49,0,36,44,45.13,0,20,2.48,0.07,63,60,76,45,51,80,73,30,73,23,66,52,59,48,56.0,2
Federico-Bonazzoli,ITA,FWMF,35.7,Salernitana,Serie A,25.0,32,0.48,0.14,0.4,2,2,10,556,415,74.64,80.0,81.0,68.1,0,8,1,12.5,18,0.92,20,40,50.0,2.43,6,0,31,74,0,14,32,30.49,0,15,2.7,0.0,75,78,84,47,75,79,34,34,57,26,79,34,67,42,56.0,2
Riccardo-Sottil,ITA,FW,45.5,Fiorentina,Serie A,22.0,24,0.22,0.14,0.3,0,0,3,385,300,77.92,88.0,79.4,70.0,2,42,6,14.29,4,0.58,18,37,48.65,3.92,4,1,15,42,0,10,12,45.28,0,14,3.64,0.0,75,62,54,82,70,81,74,45,47,48,57,54,70,43,56.0,3
Oihan-Sancet,ESP,FW,45.2,Athletic Club,La Liga,22.0,27,0.38,0.19,0.43,0,0,6,461,356,77.22,84.3,73.7,64.1,4,10,2,20.0,11,1.71,19,35,54.29,3.97,2,0,21,30,0,16,44,26.65,0,15,3.25,0.0,88,82,76,66,50,70,26,41,67,49,78,32,59,55,56.0,2
Nathanael-Mbuku,FRA,FWMF,39.4,Reims,Ligue 1,20.0,31,0.13,0.06,0.15,0,0,2,370,268,72.43,85.1,73.9,48.7,1,22,1,4.55,13,1.46,27,44,61.36,4.18,1,0,11,45,0,13,12,51.9,0,12,3.24,0.0,43,40,41,70,50,36,86,40,81,50,41,63,52,66,56.0,2
Christian-Benteke,BEL,FW,33.3,Crystal Palace,Premier League,31.0,25,0.31,0.1,0.31,0,0,4,300,205,68.33,74.1,62.5,70.4,1,2,1,50.0,2,1.18,9,19,47.37,4.58,3,0,17,17,0,88,61,59.08,0,33,11.0,0.0,59,63,66,23,20,82,92,90,44,54,57,83,38,45,56.0,1
Iago-Aspas,ESP,FW,44.0,Celta Vigo,La Liga,34.0,37,0.5,0.17,0.38,3,5,17,1358,978,72.02,82.2,71.5,52.8,5,86,10,11.63,7,2.45,36,61,59.02,1.82,9,0,26,64,0,35,62,36.04,0,52,3.83,0.0,84,74,85,57,43,49,49,47,75,15,81,48,50,45,56.0,1
Luis-Suárez,URU,FW,45.1,Atlético Madrid,La Liga,35.0,35,0.54,0.18,0.39,2,3,11,497,363,73.04,76.5,77.9,74.1,2,9,3,33.33,4,1.62,5,23,21.74,1.7,7,0,23,27,0,27,34,44.15,0,27,5.43,0.1,86,76,89,31,65,86,70,64,9,12,84,67,61,10,56.0,3
Phil-Foden,ENG,FW,37.9,Manchester City,Premier League,22.0,28,0.38,0.16,0.41,0,0,9,1097,887,80.86,90.8,84.1,52.3,5,59,10,16.95,15,1.65,39,55,70.91,3.07,1,0,17,38,0,8,33,19.54,0,21,1.91,0.0,81,79,76,89,83,48,14,22,90,39,76,17,71,62,56.0,3
Evann-Guessand,FRA,FW,30.8,Nice,Ligue 1,20.0,20,0.2,0.08,0.25,0,0,1,75,56,74.67,68.9,93.8,75.0,2,2,0,0.0,6,0.82,10,16,62.5,12.75,3,0,14,10,0,15,14,51.69,0,3,4.0,0.2,51,53,51,13,93,87,86,50,83,78,43,57,54,67,55.0,2
Marco-Asensio,ESP,FWMF,48.4,Real Madrid,La Liga,26.0,31,0.52,0.16,0.32,0,0,10,906,740,81.68,89.3,88.4,58.2,0,43,3,6.98,10,1.77,20,39,51.28,3.21,2,0,12,26,0,1,9,9.62,0,13,1.43,0.0,81,64,87,85,90,61,8,18,59,41,77,13,79,50,55.0,2
Gelson-Martins,POR,FWMF,37.9,Monaco,Ligue 1,27.0,32,0.19,0.14,0.36,0,0,4,684,523,76.46,86.0,76.1,55.9,3,30,4,13.33,26,1.23,53,103,51.46,2.66,4,0,27,38,0,20,32,38.37,0,19,2.78,0.0,75,72,49,74,59,57,56,35,60,32,65,46,63,46,55.0,2
David-Okereke,NGA,FWMF,45.0,Venezia,Serie A,24.0,32,0.31,0.18,0.39,0,0,7,472,333,70.55,77.4,72.0,63.0,0,32,4,12.5,12,0.96,33,64,51.56,2.67,5,1,34,39,0,37,78,32.14,0,23,4.87,0.04,86,76,66,34,44,68,37,60,60,32,76,48,49,46,55.0,2
Eric-Maxim-Choupo-Moting,CMR,FWMF,53.3,Bayern Munich,Bundesliga,33.0,20,0.95,0.27,0.5,0,0,4,138,101,73.19,82.7,73.9,40.0,2,4,0,0.0,9,2.38,13,17,76.47,21.0,0,0,9,9,0,9,16,35.97,0,3,2.17,0.0,96,91,97,60,50,24,48,26,93,84,79,31,37,74,55.0,3
Duan-Vlahovi?,SRB,FW,39.1,Fiorentina,Serie A,22.0,21,0.83,0.17,0.44,5,6,17,400,279,69.75,76.3,68.3,70.7,2,18,2,11.11,3,1.26,16,25,64.0,3.12,2,0,20,53,0,45,51,46.78,0,13,3.25,0.0,84,84,96,30,32,82,76,41,84,40,75,50,41,53,55.0,4
Antonio-Sanabria,PAR,FW,38.8,Torino,Serie A,26.0,29,0.3,0.12,0.32,0,0,6,491,371,75.56,80.7,68.5,78.1,1,4,0,0.0,6,0.55,10,19,52.63,2.63,3,0,28,35,0,72,158,31.3,1,31,6.31,0.1,66,64,64,50,33,89,36,71,64,30,64,53,56,46,55.0,1
Zlatan-Ibrahimovi?,SWE,FW,34.7,Milan,Serie A,40.0,23,0.71,0.16,0.47,0,1,8,438,316,72.15,75.5,76.9,62.5,2,8,3,37.5,0,1.33,2,9,22.22,3.0,2,0,15,11,1,58,29,66.62,0,29,6.62,0.09,81,86,95,28,62,68,96,73,9,38,77,75,47,21,55.0,3
Ángel-Di-María,ARG,FW,43.1,Paris S-G,Ligue 1,34.0,26,0.27,0.1,0.23,0,0,5,1177,894,75.96,85.9,79.0,55.8,7,65,10,15.38,18,3.88,37,61,60.66,3.67,2,0,12,16,0,1,1,50.0,0,14,1.19,0.05,59,49,61,73,69,56,85,16,79,46,53,47,62,58,55.0,3
Bamba-Dieng,SEN,FWMF,48.6,Marseille,Ligue 1,22.0,25,0.65,0.16,0.33,1,1,7,197,145,73.6,80.8,78.0,66.7,1,6,2,33.33,13,1.3,5,13,38.46,4.31,0,1,14,15,0,17,16,51.48,0,5,2.54,0.19,81,69,92,51,65,77,85,31,24,52,74,53,59,35,55.0,2
Kylian-Mbappé,FRA,FW,41.7,Paris S-G,Ligue 1,23.0,35,0.83,0.17,0.4,4,4,28,1451,1162,80.08,86.5,81.0,61.3,18,86,14,16.28,11,2.77,103,208,49.52,1.59,10,0,27,58,0,6,11,35.29,0,7,0.48,0.12,84,78,96,77,75,66,47,13,50,10,86,30,73,30,55.0,4
Rubén-Sobrino,ESP,FWMF,29.4,Cádiz,La Liga,29.0,33,0.19,0.12,0.4,0,0,4,502,372,74.1,82.3,78.1,51.9,1,15,3,20.0,18,1.16,22,47,46.81,2.47,4,0,57,39,0,40,63,38.83,0,30,5.98,0.0,66,78,49,58,66,47,58,69,43,27,64,64,57,35,55.0,1
Ignatius-Ganago,CMR,FW,31.3,Lens,Ligue 1,23.0,28,0.44,0.16,0.5,0,0,5,205,149,72.68,80.4,68.0,44.4,1,4,0,0.0,0,0.53,11,21,52.38,5.0,2,0,9,12,0,17,34,33.33,0,9,4.39,0.0,81,91,81,49,31,30,42,54,63,57,82,46,35,58,55.0,2
Steven-Bergwijn,NED,FWMF,52.6,Tottenham,Premier League,24.0,25,0.48,0.16,0.3,0,0,3,178,148,83.15,92.2,80.0,54.5,1,6,0,0.0,4,1.59,10,18,55.56,9.72,1,0,9,12,0,1,6,14.41,0,5,2.81,0.0,81,62,84,91,72,53,9,35,70,73,69,20,66,66,55.0,3
Ollie-Watkins,ENG,FW,40.3,Aston Villa,Premier League,26.0,35,0.34,0.13,0.32,1,1,11,689,492,71.41,78.3,68.8,56.1,2,23,1,4.35,14,0.95,30,58,51.72,1.69,7,0,38,48,0,88,120,42.27,0,40,5.81,0.03,70,64,69,38,34,57,66,68,61,12,68,67,43,36,54.0,2
Paulinho,BRA,FWMF,57.7,Leverkusen,Bundesliga,21.0,24,0.3,0.15,0.27,0,0,4,491,397,80.86,86.5,82.7,57.9,1,9,0,0.0,16,1.93,34,68,50.0,4.35,1,0,10,20,0,11,14,43.78,0,10,2.04,0.07,78,55,64,77,79,60,70,24,57,52,59,42,65,49,54.0,3
João-Pedro,ITA,FW,37.9,Cagliari,Serie A,30.0,37,0.35,0.11,0.3,3,4,13,735,524,71.29,78.5,74.5,65.7,4,21,3,14.29,17,0.7,32,65,49.23,1.51,9,0,77,91,0,83,141,37.07,0,64,8.71,0.03,63,62,71,39,51,73,52,83,49,9,65,68,54,29,54.0,3
Emi-Buendía,ARG,FWMF,31.8,Aston Villa,Premier League,25.0,35,0.19,0.09,0.29,0,0,4,876,696,79.45,85.6,82.8,60.4,6,19,3,15.79,31,2.32,30,51,58.82,2.98,1,0,26,53,0,24,47,33.83,0,15,1.71,0.0,55,60,49,72,80,65,43,20,75,38,55,32,72,56,54.0,1
Lukas-Nmecha,GER,FWMF,38.9,Wolfsburg,Bundesliga,23.0,25,0.44,0.15,0.38,0,0,8,407,277,68.06,74.3,68.9,54.5,0,20,2,10.0,12,1.16,25,45,55.56,3.31,5,0,35,34,0,37,50,42.5,0,22,5.41,0.06,78,74,81,23,34,53,66,64,70,42,71,60,34,51,54.0,1
Francesco-Caputo,ITA,FW,51.9,Sampdoria,Serie A,34.0,36,0.35,0.2,0.39,0,1,11,604,456,75.5,78.5,79.3,61.4,3,23,2,8.7,4,1.13,12,26,46.15,1.73,0,0,24,38,0,31,52,37.31,0,24,3.97,0.1,90,76,71,39,69,67,52,49,41,13,79,50,58,27,54.0,2
Jeong-Woo-yeong,KOR,FWMF,37.3,Freiburg,Bundesliga,22.0,32,0.25,0.1,0.26,0,0,5,645,471,73.02,83.3,70.1,49.0,2,25,5,20.0,9,2.02,21,35,60.0,3.17,1,0,10,19,0,28,57,32.87,0,42,6.51,0.0,59,53,58,63,37,36,38,73,79,40,57,56,45,60,54.0,2
Jorge-Molina,ESP,FW,48.9,Granada,La Liga,40.0,35,0.46,0.22,0.45,0,1,10,533,345,64.73,71.5,65.1,52.5,5,10,1,10.0,6,0.92,5,16,31.25,2.0,2,0,24,44,0,108,125,46.35,0,53,9.94,0.0,93,85,83,17,24,48,75,88,13,19,87,82,30,16,54.0,1
Luka-Jovi?,SRB,FW,25.0,Real Madrid,La Liga,24.0,15,0.24,0.06,0.25,0,0,1,69,54,78.26,82.1,75.0,100.0,3,1,0,0.0,2,0.0,7,10,70.0,17.1,1,0,4,3,0,11,8,57.88,0,4,5.8,0.0,43,53,56,57,55,100,91,67,90,81,38,59,53,64,54.0,3
Lucas-Moura,BRA,FWMF,28.9,Tottenham,Premier League,29.0,34,0.1,0.05,0.18,0,0,2,765,576,75.29,86.0,75.1,45.6,6,26,6,23.08,14,2.18,40,73,54.79,2.99,4,0,26,53,0,48,33,59.22,0,26,3.4,0.0,39,42,37,74,55,32,93,42,68,38,39,68,54,53,54.0,4
Álvaro-Negredo,ESP,FW,38.5,Cádiz,La Liga,36.0,34,0.29,0.08,0.2,2,3,7,539,324,60.11,65.4,59.3,63.2,2,19,4,21.05,2,1.29,15,29,51.72,2.59,3,0,23,37,0,130,111,53.93,0,57,10.58,0.04,51,45,63,8,15,69,88,89,61,29,53,88,31,45,54.0,3
Anthony-Lozano,HON,FWMF,40.8,Cádiz,La Liga,29.0,31,0.38,0.14,0.35,0,0,7,303,186,61.39,69.9,60.0,50.0,2,23,3,13.04,9,0.97,25,49,51.02,2.96,8,0,49,42,0,51,78,39.54,0,21,6.93,0.22,75,71,76,14,17,45,59,75,58,37,74,67,25,48,54.0,2
Antoine-Griezmann,FRA,FWMF,28.9,Atlético Madrid,La Liga,31.0,26,0.16,0.07,0.23,0,0,3,712,561,78.79,86.6,80.4,54.0,4,17,1,5.88,20,1.44,19,32,59.38,3.16,3,0,19,33,0,35,50,41.15,0,33,4.63,0.0,46,49,45,77,74,52,63,56,76,40,44,56,63,54,54.0,4
Mattia-Zaccagni,ITA,FW,30.3,Lazio,Serie A,26.0,29,0.19,0.12,0.4,0,0,4,748,611,81.68,87.1,85.6,54.8,5,42,2,4.76,23,0.72,46,94,48.94,2.55,6,0,32,82,0,18,20,47.54,0,12,1.6,0.05,66,78,49,79,85,54,77,19,48,28,63,47,71,37,54.0,3
Hamed-Junior-Traorè,CIV,FWMF,43.1,Sassuolo,Serie A,22.0,31,0.36,0.14,0.32,0,0,7,822,645,78.47,87.8,84.2,54.1,2,27,4,14.81,17,1.57,49,95,51.58,3.09,3,0,35,34,0,6,16,27.03,0,11,1.34,0.0,75,64,72,81,83,52,27,17,60,39,70,22,72,50,54.0,2
Yoann-Touzghar,TUN,FW,44.4,Troyes,Ligue 1,35.0,28,0.25,0.15,0.33,0,0,4,306,241,78.76,81.4,82.8,77.8,0,8,0,0.0,5,1.11,4,9,44.44,3.44,0,0,7,22,0,19,42,31.12,0,12,3.92,0.0,78,69,58,53,80,89,35,48,37,44,66,40,72,39,54.0,1
Lucas-Ocampos,ARG,FW,31.4,Sevilla,La Liga,27.0,30,0.25,0.12,0.38,0,0,6,862,661,76.68,88.1,81.6,46.5,4,59,5,8.47,27,1.65,41,90,45.56,2.17,7,0,47,46,0,31,33,48.34,0,23,2.67,0.0,66,74,58,82,77,33,78,33,39,22,66,56,64,30,54.0,3
Lautaro-Martínez,ARG,FW,42.3,Inter,Serie A,24.0,35,0.83,0.16,0.38,3,6,21,530,398,75.09,83.0,70.9,66.0,3,18,4,22.22,18,1.18,20,49,40.82,1.69,6,0,42,58,0,33,51,39.27,0,22,4.15,0.0,81,74,96,61,40,73,58,52,28,12,84,55,58,20,54.0,4
Aleksandr-Golovin,RUS,FWMF,30.4,Monaco,Ligue 1,25.0,27,0.18,0.13,0.43,0,0,3,773,572,74.0,87.1,80.3,43.2,4,41,7,17.07,18,1.8,29,40,72.5,4.5,4,1,27,23,0,9,23,28.13,0,15,1.94,0.0,70,82,47,79,73,28,29,23,91,54,63,25,57,69,54.0,3
Joshua-King,NOR,FW,37.5,Watford,Premier League,30.0,32,0.2,0.08,0.22,1,1,5,525,387,73.71,80.5,73.0,67.9,3,24,2,8.33,21,0.92,36,67,53.73,2.27,5,0,44,25,0,93,127,42.27,0,25,4.76,0.04,51,48,51,50,47,78,66,58,66,24,50,62,58,45,54.0,2
Felipe-Anderson,BRA,FW,36.4,Lazio,Serie A,29.0,38,0.19,0.14,0.38,0,0,6,1425,1107,77.68,86.0,78.5,59.1,8,71,12,16.9,50,2.27,57,112,50.89,1.75,2,0,44,40,0,18,29,38.36,0,42,2.95,0.0,75,74,49,74,67,63,56,37,58,14,66,46,68,36,54.0,2
Louis-Mafouta,CTA,FW,77.8,Metz,Ligue 1,27.0,15,0.34,0.22,0.29,0,0,2,142,113,79.58,88.4,68.4,60.0,0,2,0,0.0,1,0.69,2,3,66.67,11.33,0,0,16,6,0,20,28,41.67,0,12,8.45,0.0,93,60,69,83,33,65,65,82,89,76,56,55,45,62,54.0,1
Érik-Lamela,ARG,FW,54.5,Sevilla,La Liga,30.0,20,0.44,0.23,0.42,0,0,5,478,408,85.36,88.8,89.2,78.8,2,11,0,0.0,28,1.59,13,28,46.43,5.36,5,0,22,14,0,9,17,34.78,0,10,2.09,0.0,94,80,81,84,91,90,45,25,41,60,71,29,74,42,54.0,2
Victor-Osimhen,NGA,FW,30.8,Napoli,Serie A,23.0,27,0.64,0.15,0.5,0,0,14,350,247,70.57,77.8,68.9,63.4,2,14,1,7.14,9,0.59,20,40,50.0,2.5,5,1,36,42,0,46,66,41.06,0,11,3.14,0.18,78,91,92,36,34,69,63,40,57,27,83,49,44,40,54.0,5
Pablo-Fornals,ESP,FWMF,25.6,West Ham,Premier League,26.0,36,0.19,0.14,0.55,0,0,6,1379,1034,74.98,87.2,78.9,53.8,3,49,11,22.45,34,2.19,25,54,46.3,1.61,4,0,32,40,0,29,38,43.26,0,33,2.39,0.03,75,93,49,79,68,51,69,30,41,11,72,50,66,26,54.0,1
Max-Kruse,GER,FWMF,47.4,Wolfsburg,Bundesliga,34.0,14,0.56,0.26,0.56,2,2,7,499,367,73.55,79.9,77.6,62.3,1,22,5,22.73,8,2.48,9,12,75.0,6.67,0,0,4,12,0,13,24,35.14,0,29,5.81,0.08,95,93,89,45,64,67,46,68,93,66,68,42,43,58,53.0,2
Borja-Iglesias,ESP,FW,44.7,Betis,La Liga,29.0,33,0.57,0.18,0.41,3,3,10,339,241,71.09,76.1,76.1,55.9,0,6,1,16.67,4,1.2,12,32,37.5,3.03,4,0,26,33,0,24,52,31.57,0,16,4.72,0.11,86,79,90,29,59,57,36,58,23,39,85,47,48,31,53.0,3
Roberto-Firmino,BRA,FW,36.7,Liverpool,Premier League,30.0,20,0.45,0.17,0.45,0,0,5,500,393,78.6,88.5,75.9,72.4,4,8,1,12.5,21,2.73,17,32,53.12,5.41,3,0,9,9,0,13,30,30.18,0,15,3.0,0.0,84,85,82,83,57,84,33,37,65,60,70,29,62,52,53.0,2
Kevin-Lasagna,ITA,FWMF,39.0,Hellas Verona,Serie A,29.0,28,0.15,0.05,0.13,0,0,2,285,191,67.02,75.7,64.9,73.3,4,15,1,6.67,12,1.06,12,20,60.0,5.3,1,0,18,11,0,39,59,39.76,0,18,6.32,0.08,39,37,42,28,23,85,60,71,79,60,38,63,44,67,53.0,2
Rafael-Borré,COL,FW,47.1,Eint Frankfurt,Bundesliga,26.0,31,0.3,0.16,0.33,0,0,8,711,518,72.86,82.9,71.1,63.9,4,29,2,6.9,27,1.29,31,61,50.82,2.18,5,0,47,29,0,61,147,29.31,0,34,4.78,0.0,81,69,64,61,41,70,30,59,58,22,71,44,57,40,53.0,1
Wilfried-Zaha,CIV,FW,41.9,Crystal Palace,Premier League,29.0,33,0.46,0.15,0.35,5,7,14,963,748,77.67,83.0,80.8,68.1,1,49,15,30.61,35,1.73,73,140,52.14,1.81,6,1,41,124,0,19,52,26.84,0,19,1.97,0.03,78,71,83,61,75,79,26,24,62,15,77,25,72,38,53.0,3
Amine-Harit,MAR,FWMF,46.7,Marseille,Ligue 1,24.0,23,0.31,0.27,0.57,0,0,4,699,612,87.55,92.0,90.4,68.1,4,17,4,23.53,22,1.86,24,47,51.06,3.96,1,0,16,39,0,5,16,23.93,0,1,0.14,0.0,96,94,66,91,92,79,20,12,58,49,75,14,77,47,53.0,3
Yussuf-Poulsen,DEN,FW,50.0,RB Leipzig,Bundesliga,27.0,25,0.5,0.21,0.43,0,0,6,333,229,68.77,76.5,68.8,44.0,0,9,1,11.11,13,1.67,12,27,44.44,4.0,2,0,22,34,0,35,45,43.78,0,19,5.71,0.08,91,82,85,31,34,29,70,67,37,50,79,63,29,40,53.0,2
Gerard-Moreno,ESP,FW,36.1,Villarreal,La Liga,30.0,17,0.68,0.22,0.62,1,2,9,474,324,68.35,76.4,71.4,66.7,3,13,4,30.77,4,1.89,34,54,62.96,4.78,2,0,14,20,0,30,25,54.57,0,11,2.32,0.08,93,95,94,31,42,77,89,29,83,56,74,46,39,54,53.0,2
Jean-Philippe-Mateta,FRA,FW,48.6,Crystal Palace,Premier League,24.0,22,0.39,0.14,0.28,0,0,5,243,169,69.55,77.8,69.4,27.3,1,9,1,11.11,5,0.87,15,25,60.0,5.04,2,0,19,10,0,42,53,44.25,0,24,9.88,0.0,75,56,77,36,35,17,71,87,79,58,60,68,25,59,53.0,2
Stephy-Mavididi,ENG,FWMF,39.0,Montpellier,Ligue 1,23.0,30,0.31,0.14,0.35,0,0,8,577,455,78.86,84.6,78.6,69.0,3,29,6,20.69,13,0.98,46,101,45.54,2.1,4,0,25,52,0,11,50,17.99,0,32,5.55,0.0,75,71,66,68,67,80,13,65,39,21,71,39,72,30,53.0,1
Georginio-Rutter,FRA,FWMF,35.2,Hoffenheim,Bundesliga,20.0,33,0.45,0.15,0.42,0,0,8,329,211,64.13,71.0,70.0,52.3,2,19,4,21.05,16,0.95,29,69,42.03,2.75,2,0,40,41,0,47,57,45.27,0,16,4.86,0.0,78,80,82,16,37,48,74,59,30,32,80,66,34,31,53.0,2
Wout-Weghorst,NED,FW,50.0,Wolfsburg,Bundesliga,29.0,18,0.35,0.13,0.26,1,2,6,452,321,71.02,76.9,67.9,71.0,1,2,0,0.0,7,1.21,8,13,61.54,4.0,2,0,17,36,0,54,46,53.98,0,41,9.07,0.0,70,53,71,32,31,82,88,84,81,50,52,69,39,52,53.0,3
Leandro-Trossard,BEL,FWMF,36.1,Brighton,Premier League,27.0,34,0.26,0.1,0.27,1,1,8,1181,913,77.31,84.8,78.0,71.9,3,62,7,11.29,24,1.6,59,78,75.64,2.46,2,0,28,39,0,10,32,23.7,0,22,1.86,0.03,59,55,59,69,65,83,20,22,93,27,58,21,72,60,53.0,3
Cengiz-Ünder,TUR,FWMF,34.5,Marseille,Ligue 1,24.0,32,0.41,0.16,0.45,1,1,10,958,714,74.53,86.0,77.3,53.4,2,70,10,14.29,12,1.72,24,57,42.11,1.88,2,1,12,35,0,11,13,45.92,0,15,1.57,0.04,81,85,78,74,63,50,75,19,30,16,81,47,62,23,53.0,4
Diogo-Jota,POR,FW,36.3,Liverpool,Premier League,25.0,35,0.57,0.16,0.45,0,0,15,770,567,73.64,79.6,80.4,58.0,4,16,2,12.5,21,1.37,32,73,43.84,2.08,3,0,40,45,0,37,96,27.87,0,33,4.29,0.08,81,85,90,44,74,61,28,53,34,21,85,40,60,28,53.0,3
Jens-Petter-Hauge,NOR,FWMF,52.6,Eint Frankfurt,Bundesliga,22.0,26,0.17,0.11,0.2,0,0,2,436,313,71.79,80.2,78.6,43.1,2,7,2,28.57,9,2.41,28,53,52.83,4.89,4,0,19,11,0,14,24,36.89,0,29,6.65,0.0,63,45,46,48,67,28,52,74,64,57,48,59,44,56,52.0,2
Javi-Puado,ESP,FWMF,30.0,Espanyol,La Liga,24.0,30,0.16,0.1,0.33,0,0,4,656,549,83.69,91.4,84.2,63.9,1,14,2,14.29,19,0.6,23,52,44.23,1.92,5,0,27,31,0,17,46,26.88,0,34,5.18,0.0,59,69,45,90,83,70,26,62,35,17,58,44,81,26,52.0,2
Ademola-Lookman,NGA,FWMF,44.4,Leicester City,Premier League,24.0,26,0.37,0.22,0.5,0,0,6,538,420,78.07,87.2,78.1,48.5,0,22,4,18.18,25,1.86,40,65,61.54,3.92,2,0,30,40,0,4,17,19.08,0,7,1.3,0.0,93,91,74,79,66,35,14,17,81,48,80,14,56,60,52.0,2
